COD_EMPRE,NUMERO_CUENTA,DESC_CUENTA,NIVEL_CUENTA,TIPO_CUENTA,SUMA_DETALLE,CUEN_DEPE,TIPO_SALDO,CLASIF_RESUL,CENTRO_COSTO,AGRUPADOR_FLUJOE,MANUAL_CUENTA,AGRUPADOR_FINANCIERO,CUENTA_INACTIVA,DESC_CUENTA2,MOSTRAR_CONSULTA
1004,1101010212,CAJA CHICA / JYD 11-PR1-0195 AECID,6,1,2,11010102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101010213,CAJA CHICA / COMUNICACION SOCIAL,6,1,2,11010102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101010214,CAJA CHICA / PASTORAL ESCUELA SN JUAN BOSCO AYAGUAL,6,1,2,11010102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101010215,CAJA CHICA / COORDINADOR EDUCACION INSPECTORIAL,6,1,2,11010102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101010216,CAJA CHICA / VDB 2022-2026/ OPDN,6,1,2,11010102,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,1101010217,CAJA CHICA / CASA SALUD,6,1,2,11010102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101010218,CAJA CHICA / PROGRAMA INSPI,6,1,2,11010102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101010219,CAJA CHICA / PBRO. MIGUEL ANGEL IBAÑEZ,6,1,2,11010102,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,1101010220,CAJA CHICA / VDB 2022-2026/ OIL NACIONAL,6,1,2,11010102,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,110102,BANCOS,4,1,1,1101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,11010201,CUENTAS CORRIENTES,5,1,1,110102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020101,SCOTIABANK,6,1,1,11010201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,ASOCSALES# 2301103088,7,1,2,1101020101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,OFIC BOLETIN# 2309100576,7,1,2,1101020101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,PRYVIVSRC# 2340003333,7,1,2,1101020101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,PROYECTOS# 2301103193,7,1,2,1101020101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,MADRSELVA # 2301103207,7,1,2,1101020101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,XXXXXXXX,7,1,2,1101020101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,SANTA ANA - CTA# 2009100264,7,1,2,1101020101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020102,"BANCO DAVIVIENDA SALVADOREÑO, S.A.",6,1,1,11010201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CASTNUOVO# 16100015107,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,OFICINA CENTRAL# 019510019125,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTA CTE# 8-100002505   ,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTA CTE# 019510032750 - AECID,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTA CTE# 019510032768 - AACID,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,BECAS-ALIMENTACION CTA CTE#  019510033560,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,SANTA ANA - CTA# 43510024233,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTA CTE# 19510035414 - PROYECTO VIA DON BOSCO,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,PLANILLERA# 019510036003,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTA CTE# 19510039400 - FONDO SALUD,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTA CTE# 002510152319 - OIL NACIONAL,7,1,2,1101020102,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,1101020103,BANCO DE AMERICA CENTRAL-CREDOMATIC,6,1,1,11010201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTALIBRERIA# 200090132,7,1,2,1101020103,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,SANTA ANA - CTA# 200747400,7,1,2,1101020103,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020104,BANCO CITI BANK - CUSCATLAN,6,1,1,11010201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,B CUSCATLAN CTA 18 301 000021538,7,1,2,1101020104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,BCO CUSCATLAN / PROYECTO CASAS,7,1,2,1101020104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,JTM / CUSCATLAN# 015301000013376,7,1,2,1101020104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,BCO CITYBANK / CDN CTA# 008303000009542,7,1,2,1101020104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,BCO CITIBANK / JYD -AACID# 015301000020712,7,1,2,1101020104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,BCO CITIBANK / JYD-AECID# 015-301-000021805,7,1,2,1101020104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,BANCO CITIBANK/ BECAS-RESID# 4301000022134,7,1,2,1101020104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,SANTA ANA - CTA# 004301000022145,7,1,2,1101020104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020106,BANCO G&T CONTINENTAL EL SALVADOR,6,1,1,11010201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,BCO G&T CONTINENTAL# 9-100-002502729,7,1,2,1101020106,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020107,BANCO PROCREDIT,6,1,1,11010201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,SANTA ANA - CTA# 0703010706280,7,1,2,1101020107,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020108,BANCO INDUSTRIAL EL SALVADOR SA,6,1,1,11010201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,BANCO INDUSTRIAL #01-002-000307-0,7,1,2,1101020108,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020109,"BANCO AZUL DE EL SALVADOR, S.A. ",6,1,1,11010201,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,1.10102E+11,BCO AZUL# 1-1766501,7,1,2,1101020109,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,11010202,CUENTAS DE AHORRO,5,1,1,110102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020201,SCOTIABANK,6,1,1,11010202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,ASOCSALES# 23266507,7,1,2,1101020201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,AYAGUALO# 28207039,7,1,2,1101020201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTA# 20379212 - INTERESES DEP PLAZO-CDN,7,1,2,1101020201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,SANTA ANA - CTA# 20305995,7,1,2,1101020201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020202,"BANCO DAVIVIENDA SALVADOREÑO, S.A. ",6,1,1,11010202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,MAAUXILIA# 83540010977,7,1,2,1101020202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,INSPSALES# 116100005306,7,1,2,1101020202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,ASOCINSTSALES# 19540120710,7,1,2,1101020202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,AYAGUALO# 19540120720,7,1,2,1101020202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,ASOCINSTSALES# 019540133767,7,1,2,1101020202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTA.AHORRO# 108100010402 ,7,1,2,1101020202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,BECAS-ESTUDIO CTA AHO# 019540300310,7,1,2,1101020202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,BOLETIN CTA AHO# 019540299258,7,1,2,1101020202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,SANTA ANA - 433540252110,7,1,2,1101020202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020203,BANCO CITIBANK,6,1,1,11010202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTA# 015-401-00-052629-9 / JTM,7,1,2,1101020203,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020204,BANCO CUSCATLAN,6,1,1,11010202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CIT- BECAS ESTUDIANTIL CTA# 4401000352834,7,1,2,1101020204,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,SANTA ANA - CTA# 004401000350197,7,1,2,1101020204,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020206,BANCO G&T CONTINENTAL EL SALVADOR,6,1,1,11010202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,CTA AHO INSPECTORIA 10-200-2905731,7,1,2,1101020206,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020207,BANCO PROCREDIT,6,1,1,11010202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,SANTA ANA - 0701010103989,7,1,2,1101020207,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10102E+11,SANTA ANA - CTA# 070601007728,7,1,2,1101020207,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101020209,"BANCO AZUL DE EL SALVADOR, S.A. ",6,1,1,11010202,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,1.10102E+11,BCO AZUL# 1-1788556,7,1,2,1101020209,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,110103,DEPÓSITOS A PLAZO,4,1,1,1101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,11010301,DEPÓSITOS A PLAZO,5,1,1,110103,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101030101,SCOTIABANK,6,1,1,11010301,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO N° 414305,7,1,2,1101030101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101030102,"BANCO DAVIVIENDA SALVADOREÑO, S.A. ",6,1,1,11010301,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO N° 16601063060,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO N° 16601063078,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO N° 16601063050,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO N° 16601063043,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO N° 19601058425,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO N° 19601059464,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO N° 19601061205,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO N° 19601061213,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO Nº 19601063755,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO Nº 19601063770,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO Nº 19601063780,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA PLAZO FIJO Nº 19601066746,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA A PLAZO FIJO N° 19601086844,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,DP-CASTEL NOUVO N° 19601086879,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,DP-INSPECTORIA N°019601099288,7,1,2,1101030102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101030104,BANCO CUSCATLAN,6,1,1,11010301,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,BCO CUSCATLAN / CPF N° 502127,7,1,2,1101030104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101030105,BANCO G&T CONTINENTAL EL SALVADOR,6,1,1,11010301,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,DP-INSPECTORIA N° 10-0302-00003001412,7,1,2,1101030105,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,DP-OFICINA CENTRAL N° 3002841,7,1,2,1101030105,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,DP-MARIA AUXILIADORA N° 3002840,7,1,2,1101030105,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101030106,BANCO DE AMERICA CENTRAL,6,1,1,11010301,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,DP-MARIA AUXLIADORA N° 301060110,7,1,2,1101030106,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,DP-MARIA AUXILIADORA N° 301314000,7,1,2,1101030106,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101030107,BANCO SCOTIABANK EL SALVADOR SA,6,1,1,11010301,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,CUENTA A PLAZO N° 2001488999,7,1,2,1101030107,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1101030108,BANCO INDUSTRIAL,6,1,1,11010301,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,DP-OFICINA CENTRAL N° 31-002-00190-4,7,1,2,1101030108,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10103E+11,DP-OC/ARRENDAMIENTOS N° 31-002-000470-9,7,1,2,1101030108,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1102,CUENTAS POR COBRAR COMERCIALES (NETO),3,1,1,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,110204,ACTIVIDADES COMERCIALES,4,1,1,1102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,11020401,ACTIVIDADES COMERCIALES,5,1,1,110204,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1102040101,CLIENTES DE LIBRERÍA,6,1,1,11020401,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+11,CLIENTES LOCALES,7,1,2,1102040101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1102040102,CASA AYAGUALO,6,1,1,11020401,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+11,CASAS SALESIANAS AL CREDITO,7,1,2,1102040102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1102040104,CLIENTES DE OFICINA,6,1,1,11020401,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+11,FISCALIA GENERAL DE LA REPUBLICA,7,1,2,1102040104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+11,CUENTAS SANTA ANA,7,1,1,1102040104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+13,COLEGIO MARIA AUXILIADORA - SANTA ANA,8,1,2,1.10204E+11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+13,HUGO ERNESTO GARCIA,8,1,2,1.10204E+11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+13,SOCIEDAD COOPERATIVA DE TRABAJADORES OAIS RL,8,1,2,1.10204E+11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+13,IMELDA DUARTE DE SANDOVAL,8,1,2,1.10204E+11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+13,IMPRENTA RICALDONE,8,1,2,1.10204E+11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+11,FEDISAL,7,1,2,1102040104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1.10204E+11,FRANCISCA MIRA CAFARELLI,7,1,2,1102040104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103,CUENTAS POR COBRAR NO COMERCIALES (NETO),3,1,1,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,110301,DOCUMENTOS POR COBRAR,4,1,1,1103,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,11030101,DOCUMENTOS POR COBRAR,5,1,1,110301,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103010101,PACIFICO ANTONIO CHAVEZ RAMOS,6,1,2,11030101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103010102,SERGIO MIGUEL GARCIA PEREZ,6,1,2,11030101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103010103,MIGUEL ANGEL ANAYA ANAYA,6,1,2,11030101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103010104,CARLOS ANTONIO ARIAS,6,1,2,11030101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103010105,EDUARDO ANTONIO MONTENEGRO URRUTIA,6,1,2,11030101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103010106,NANCY BEATRIZ PALMA DE MARTINEZ,6,1,2,11030101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103010107,RICARDO ALFONSO MARTINEZ RIVERA ,6,1,2,11030101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103010108,GERMAN ISMAEL MANGANDI MONTENEGRO ,6,1,2,11030101,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103010109,FRANCISCO AVILES ESTRADA,6,1,2,11030101,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,110303,IMPUESTOS Y CONTRIBUCIONES,4,1,1,1103,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,11030301,IMPUESTOS MUNICIPALES,5,1,2,110303,1,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL
1004,110304,CHEQUES RECHAZADOS,4,1,1,1103,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,11030401,REMESAS DEVUELTAS,5,1,2,110304,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,110305,PRESTAMOS Y ANTICIPOS AL PERSONAL,4,1,1,1103,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,11030501,PRÉSTAMOS,5,1,1,110305,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050101,NOEL ANAYA GUTIERREZ,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050102,EVELIN DEL CARMEN CARBAJAL,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050103,JOSE ANTONIO SIGARAN DONIS,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050104,MARINA RUBIO,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050105,ANTONIA FLORES,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050106,MARIAN YANETH RODRIGUEZ VELASQUEZ,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050107,JOSE MAURICIO ALDANA ARIAS,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050108,VICTOR MANUEL SIGARAN DONIS,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050109,MANUEL RAMIREZ,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050110,MIGUEL ANGEL MELARA OLIVA,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050111,MARIA VICTORIA MONICO GOMEZ,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050112,RICARDO MARTINEZ,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050113,SR CORNELIO CABRERA,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050114,PAULINO GUADRON,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050115,MARIA ALEJANDRA RODRIGUEZ ALONSO,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050117,SARA YOSET PEREZ,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050118,MABY ALEJANDRA MENDOZA ASCENCIO,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050119,CONCEPCION CANALES DE SANCHEZ,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050120,GUILLERMO FIGUEROA RUIZ,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050121,JOSE ANTONIO COLORADO,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050122,DAVID ANTONIIO GONZALEZ PONCE,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050123,JOSE SALVADOR CANJURA,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,1103050124,EVELYN DEL CARMEN CABRERA,6,1,2,11030501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
